valor,rsi,b7l,b7u,b21l,b21u,ema100,ema200
"[139.745275, 48.264462809917966, 139.58869978384982, 139.93941878757866, 139.55913003291772, 140.08520853851093, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.739415, 46.31404730708791, 139.58741511482734, 139.9390291708868, 139.55817969605064, 140.0856007801399, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.744755, 48.08477124651212, 139.58858665163524, 139.9393833483647, 139.5590470012625, 140.08524204635665, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.747785, 49.151053864169555, 139.5892434847397, 139.9395922295459, 139.55952725091922, 140.0850503681285, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.750915, 50.30334806381593, 139.58991594850744, 139.93981405149242, 139.56001427990418, 140.08486143438165, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.747485, 49.043376661319066, 139.58917870825323, 139.93957129174666, 139.5594800861895, 140.08506896142964, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.747605, 49.08639087852736, 139.58920462562057, 139.93957966009359, 139.55949896224055, 140.08506151395002, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.745255, 48.25752676582437, 139.58869543573633, 139.9394174214064, 139.5591268440808, 140.08520982258594, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.744885, 48.12956858249223, 139.58861495053281, 139.9393921923242, 139.55906778294224, 140.08523364562933, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.751385, 50.479041916170786, 139.59001639338047, 139.9398478923337, 139.56008661388037, 140.0848338623102, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.753995, 51.42794214815816, 139.5905716485112, 139.9400383514887, 139.56048449657646, 140.0846845510427, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.759565, 53.33615460573342, 139.59174220400647, 139.94045922456482, 139.56131199648604, 140.0843875273236, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.749565, 49.799792377279815, 139.58962666337712, 139.93971762233704, 139.55980535220868, 140.08494179064854, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.747255, 48.96114310709515, 139.58912900806357, 139.9395552776506, 139.55944386923832, 140.0850832736189, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.748255, 49.32070206360048, 139.58934485439588, 139.93962514560403, 139.55960097207011, 140.08502140888234, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.753485, 51.245394252034224, 139.59046348839627, 139.9400007973179, 139.56040725640406, 140.08471321978652, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.745135, 48.21595232967681, 139.58866934180364, 139.93940922962483, 139.55910770318178, 140.08521753491357, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.749195, 49.6635361975876, 139.58954717771556, 139.93969139371288, 139.55974779038303, 140.08496411437898, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.744255, 47.91324819862248, 139.5884777113256, 139.9393494315314, 139.5589669241314, 140.08527450444015, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.745255, 48.25752676582437, 139.58869543573633, 139.9394174214064, 139.5591268440808, 140.08520982258594, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.743625, 47.69886363636975, 139.58834022428078, 139.93930691857622, 139.5588656935642, 140.08531573500733, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.740125, 46.54192654193158, 139.58757190354163, 139.9390752393154, 139.55829654578875, 140.08555154944943, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.732245, 44.13194900775852, 139.58581429193023, 139.93858142235538, 139.556973461705, 140.08612415734274, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.736015, 45.25301529547091, 139.5866599655057, 139.93881289163704, 139.5576136387349, 140.0858430279319, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.731785, 43.99895178197404, 139.5857105076018, 139.9385537781124, 139.55689445187897, 140.08615935764493, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.749155, 49.64885044725772, 139.58953857951803, 139.93968856333896, 139.55974155975338, 140.0849665354848, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.744285, 47.92350506636227, 139.58848425214742, 139.93935146213815, 139.55897173536414, 140.08527255035028, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.746445, 48.67372082910695, 139.58895371300935, 139.93949914413338, 139.55931592665704, 140.08513407334308, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.745945, 48.49797804737687, 139.5888453010855, 139.93946469891435, 139.55923664210465, 140.08516573884785, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.751325, 50.456791972449324, 139.59000357837832, 139.9398435644787, 139.56007739137715, 140.08483737052774, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.747715, 49.12588691390851, 139.58922837527464, 139.93958733901096, 139.55951625338832, 140.08505469899274, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.762205, 54.189170475004865, 139.59229012386953, 139.94066559041607, 139.5616938762806, 140.08425707610044, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.767205, 55.72212555213496, 139.59331565562235, 139.94106863009182, 139.56239884057655, 140.0840283022807, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.765955, 55.348586083553045, 139.59306077261363, 139.94096637024342, 139.56222484939673, 140.08408324584144, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.770265, 56.610703043023534, 139.59393537709735, 139.94132319433112, 139.562818422789, 140.08390014863966, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.770645, 56.718566008115445, 139.5940119158244, 139.9413552270326, 139.56286989754628, 140.08388486435857, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.772745, 57.30511099638528, 139.5944332159528, 139.94153392690424, 139.56315184773882, 140.08380291416603, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.772915, 57.35189840779316, 139.59446719682649, 139.94154851745913, 139.56317448571608, 140.083796466665, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.778315, 58.78651965364804, 139.59553687095953, 139.94202170046893, 139.5638789969156, 140.08360624117972, 139.928024, 140.031357, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.777235, 55.28823410150542, 139.59601988850693, 139.9445815400644, 139.5572599518081, 140.08010242914438, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.780535, 56.263634560716525, 139.59665915599146, 139.9448851297227, 139.55766885303493, 140.0800078136318, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.770665, 53.09475119291503, 139.5947262560029, 139.94399802971128, 139.5564145030521, 140.08032216361465, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.757655, 48.76964498152992, 139.5920830461412, 139.94292409671587, 139.5546180215928, 140.08087959745487, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.758825, 49.12955720953855, 139.59232515900683, 139.94301626956448, 139.55478619089132, 140.08082285672782, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.756695, 48.478247339270084, 139.59188374217123, 139.94284911497155, 139.5544790656379, 140.08092712483835, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.756195, 48.327852578021464, 139.5917797071703, 139.94281029282956, 139.55440634646988, 140.08095222495876, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.751695, 47.01515060059583, 139.5908362927901, 139.94246799292412, 139.5537412248995, 140.08118877510054, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.762665, 50.34906270200447, 139.5931136829282, 139.94332488850026, 139.55532897677338, 140.0806457851315, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.755455, 48.10697300970123, 139.59162544543082, 139.94275312599765, 139.55429828719397, 140.08098980804422, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.760055, 49.51369906553858, 139.59257875234562, 139.94311410479713, 139.55496158089952, 140.0807646095768, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.762365, 50.251612903223155, 139.59305241695913, 139.94330044018366, 139.5552870778197, 140.08065911265655, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.763265, 50.54510058403415, 139.59323604300636, 139.94337395699358, 139.55541251689056, 140.08061938787142, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.752705, 47.30353455605338, 139.59104914742946, 139.9425437097133, 139.55389217352527, 140.08113401695098, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.752665, 47.292046144508156, 139.59104072975023, 139.9425406988211, 139.5538862136731, 140.08113616727937, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.751095, 46.845492271605075, 139.59070954074545, 139.94242331639728, 139.55365109683262, 140.08122176031034, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.749945, 46.52371281806224, 139.59046596720583, 139.94233831850835, 139.55347740318985, 140.08128593014357, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.748995, 46.261210429414334, 139.59026412832102, 139.94226872882174, 139.55333297819595, 140.081339878947, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.754065, 47.69748928352728, 139.59133474893008, 139.94264667964126, 139.55409390910953, 140.0810618051763, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.753255, 47.46206812503774, 139.59116478836148, 139.9425852116384, 139.55397396825666, 140.081104603172, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.744445, 45.04395095998559, 139.5892895950995, 139.94194326204325, 139.552629511697, 140.08161001211258, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.751205, 46.876504573905144, 139.5907327955585, 139.94243149015568, 139.5536676457188, 140.08121568761464, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.753545, 47.546087168845474, 139.59122568595637, 139.9426071711864, 139.5540169813156, 140.08108920916067, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.753225, 47.45339344461733, 139.59115848558645, 139.94258294298487, 139.5539695140941, 140.0811062001917, 140.066177, 140.14502, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.752385, 47.211783246456065, 139.59098177779768, 139.94251965077368, 139.55384445241089, 140.08115126187488, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.752385, 47.211783246456065, 139.59098177779768, 139.94251965077368, 139.55384445241089, 140.08115126187488, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.753225, 47.45339344461733, 139.59115848558645, 139.94258294298487, 139.5539695140941, 140.0811062001917, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.751285, 46.899084778419656, 139.59074970337392, 139.94243743948314, 139.55367967410857, 140.08121127827243, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.743315, 44.751508187301994, 139.58904556501295, 139.94186443498694, 139.5524517999005, 140.0816801048615, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.738125, 43.45570185226485, 139.58791456334555, 139.9415125795115, 139.55162029739938, 140.08201732164832, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.736935, 43.16909604832674, 139.58765288795308, 139.94143425490398, 139.551426117644, 140.08209816807036, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.736435, 43.04979826452276, 139.58754267938855, 139.94140160632566, 139.55134413813056, 140.0821325285362, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.738055, 43.4387373821885, 139.58789919490098, 139.94150794795607, 139.5516089113992, 140.0820220409818, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.735555, 42.84142786425561, 139.58734833775236, 139.94134451939038, 139.55119929234297, 140.08219356479998, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.730575, 41.69923443438922, 139.58623956517857, 139.94103043482136, 139.55036613348224, 140.08255243794642, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.729575, 41.47718195857364, 139.58601508652254, 139.94096919919167, 139.55019608216486, 140.08262725116856, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.735955, 42.93589107546255, 139.58743673405357, 139.94137040880346, 139.5512652201281, 140.08216573225295, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.735485, 42.82493952056618, 139.58733285826082, 139.94133999888197, 139.55118773977227, 140.08219845070403, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.739215, 43.721582935729266, 139.58815348089573, 139.94158509053275, 139.55179700705796, 140.08194442151355, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.731565, 41.92142088266754, 139.5864611960797, 139.94109166106307, 139.55053357983397, 140.08247927730898, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.732175, 42.05950645283547, 139.58659745746442, 139.9411296853926, 139.55063630524438, 140.08243464713667, 139.9245, 140.028564, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.719025, 42.164239701183185, 139.57754079323996, 139.94048634961706, 139.53560678509817, 140.08002511966382, 139.921982, 140.02626, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.717685, 41.86059010049772, 139.57723597037983, 139.94040831533437, 139.53537288414128, 140.08013140157306, 139.921982, 140.02626, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.717435, 41.80442249892582, 139.57717898220602, 139.94039387493672, 139.53532906854724, 140.0801514076433, 139.921982, 140.02626, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.718825, 42.11863948521325, 139.5774953651538, 139.94047463484614, 139.5355719763022, 140.08004088084073, 139.921982, 140.02626, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.713545, 40.949476893961936, 139.57628746820598, 139.94017396036537, 139.5346401308805, 140.08046986911958, 139.921982, 140.02626, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.704435, 39.077864740114585, 139.57416471618126, 139.93969385524719, 139.53297433617678, 140.0812680447757, 139.921982, 140.02626, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.705525, 39.29274075568699, 139.5744212628502, 139.93974873714967, 139.5331774895135, 140.08116870096273, 139.921982, 140.02626, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.702815, 38.762814770575986, 139.57378214685716, 139.93961356742844, 139.53267048219064, 140.08141761304753, 139.921982, 140.02626, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.703405, 38.876965310707206, 139.57392165461883, 139.93964263109532, 139.5327814104998, 140.08136287521455, 139.921982, 140.02626, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.713185, 40.87212048066577, 139.57620451009333, 139.94015406133516, 139.5345756937115, 140.0805000205743, 139.921982, 140.02626, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.717345, 41.784239042969, 139.57715845736854, 139.9403886854885, 139.53531328129105, 140.08015862347094, 139.921982, 140.02626, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.707845, 39.758052166809925, 139.57496499508147, 139.9398678620613, 139.53360642119372, 140.08096072166347, 139.921982, 140.02626, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.709425, 40.081304996657586, 139.57533349012348, 139.9399507955907, 139.5338958304234, 140.08082178862426, 139.921982, 140.02626, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.709425, 40.081304996657586, 139.57533349012348, 139.9399507955907, 139.5338958304234, 140.08082178862426, 139.921982, 140.02626, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.705425, 39.27292895678769, 139.57439775535613, 139.93974367321522, 139.53315889493905, 140.0811777717277, 139.921982, 140.02626, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.696925, 37.65894696127146, 139.572378362629, 139.93933449451376, 139.53154647251503, 140.08198067034218, 139.921982, 140.02626, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.696425, 37.568128104954525, 139.5722582724784, 139.9393117275215, 139.53144967062246, 140.08202985318712, 139.921982, 140.02626, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
