valor,rsi,b7l,b7u,b21l,b21u,ema100,ema200
"[139.833685, 41.47996729354516, 139.6901924407797, 139.98168613064894, 139.5745875897409, 140.0118281245448, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.832245, 40.99725230322038, 139.69006685266555, 139.98140029019163, 139.5746392075697, 140.01163936385888, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.831745, 40.83226014166917, 139.69002287235887, 139.98130141335545, 139.57465657044304, 140.01157438193792, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.836155, 42.334974547275756, 139.69040414862954, 139.98218013708478, 139.57449348484906, 140.01215746753186, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.834155, 41.63999015021639, 139.6902330861659, 139.98177977097697, 139.57457022448693, 140.01189025170356, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.832645, 41.13020917789065, 139.6901018983034, 139.98147953026802, 139.57462510935986, 140.01169155730682, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.832675, 41.14021571648897, 139.69010452176124, 139.9814854782388, 139.57462404454662, 140.01169547926293, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.833535, 41.429154757051506, 139.69017943310575, 139.98165628118, 139.57459307823004, 140.0118083503414, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.840405, 43.891676760690224, 139.69075748537963, 139.98304108604898, 139.57431515664084, 140.0127405576449, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.839685, 43.61994840929089, 139.6906985969947, 139.98289426014816, 139.5743468240635, 140.01264031879364, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.839615, 43.59370971900664, 139.69069285063787, 139.98288000650498, 139.57434987119487, 140.01263060499556, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.832615, 41.12020750588182, 139.6900992741529, 139.98147358299, 139.57462617313408, 140.01168763638972, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.836445, 42.437677764767756, 139.6904286979935, 139.98223844486367, 139.57448197556164, 140.0121965958669, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.829445, 40.09009009009171, 139.68981808044137, 139.98084906241579, 139.57473271590013, 140.01127918886178, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.836825, 42.573011077548074, 139.6904607685857, 139.9823149457, 139.57446674811666, 140.0122480137881, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.832325, 41.023774866572566, 139.69007387164746, 139.98141612835255, 139.5746364027093, 140.01164978776688, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.833545, 41.43253838614759, 139.6901803008222, 139.98165827060637, 139.57459271313803, 140.01180966781436, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.836455, 42.44122814356624, 139.6904295433738, 139.98224045662624, 139.57448157696544, 140.0121979468441, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.827515, 39.48781816767125, 139.6896430807898, 139.9804726334959, 139.57479188308946, 140.0110362121486, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.828135, 39.679311693395675, 139.68969961233918, 139.9805932448037, 139.57477334708017, 140.01111379577696, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.827245, 39.405002330283594, 139.6896183692247, 139.98042020220387, 139.5747998157418, 140.01100256521056, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.827745, 39.55864004990829, 139.68966408687547, 139.98051734169601, 139.57478505888457, 140.01106494111542, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.828055, 39.65449855390258, 139.68969233465768, 139.98057766534234, 139.5747757638913, 140.01110375991823, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.821975, 37.85538392657936, 139.68912471421203, 139.97940814293088, 139.5749376665561, 140.01036280963436, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.821755, 37.79333978991589, 139.6891036369343, 139.9793663630657, 139.57494271730621, 140.0103368065033, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.820755, 37.51386526658463, 139.6890073560824, 139.97917692963188, 139.57496496269508, 140.01021932301924, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.823255, 38.22044752505182, 139.68924659864186, 139.97965197278674, 139.5749071598675, 140.01051522108486, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.823075, 38.16868557670693, 139.68922953564538, 139.97961760721176, 139.57491156537284, 140.0104936727224, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.829655, 40.156732367613365, 139.68983694818454, 139.98089019467264, 139.57472601751488, 140.01130588724703, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.838055, 43.01704400916049, 139.6905638179348, 139.98256332492235, 139.5744163221403, 140.01241558262163, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.834165, 41.643408307346874, 139.69023394911704, 139.9817817651687, 139.574569852247, 140.01189157632444, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.827165, 39.38053097345777, 139.68961103644082, 139.98040467784492, 139.5748021498993, 140.01099261200545, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.824665, 38.630825464521266, 139.6893793876907, 139.97992204088072, 139.57487134344083, 140.01068532322583, 139.844818, 139.950424, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.836415, 29.851932823200645, 139.68477778281948, 139.9757950743234, 139.58297203137204, 140.01949796862795, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.836415, 29.851932823200645, 139.68477778281948, 139.9757950743234, 139.58297203137204, 140.01949796862795, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.836915, 30.198754078906763, 139.68481983682946, 139.97589587745622, 139.58295177905373, 140.01956583999382, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.835155, 28.96246352016234, 139.68467095474088, 139.975541902402, 139.58302178925416, 140.01932821074584, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.838655, 31.379410906957517, 139.6849646894941, 139.97624816764875, 139.58287905805068, 140.0198042752826, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.838155, 31.04425124547752, 139.6849233028555, 139.9761466971445, 139.5829003114261, 140.01973540285957, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.834555, 28.578644307499896, 139.68461965507043, 139.975421773501, 139.58304483974848, 140.01924801739432, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.841475, 33.21033210331786, 139.68519452763712, 139.97682404379145, 139.5827538152652, 140.0201980894967, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.839705, 32.072748267899584, 139.68505097821554, 139.9764618789273, 139.58283349113285, 140.01994984220042, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.836005, 29.564957094387573, 139.6847431552399, 139.97571255904583, 139.582988423336, 140.01944252904494, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.837065, 30.302132701413864, 139.68483241560304, 139.97592615582553, 139.58294564721405, 140.01958625754781, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.838735, 31.432734337061298, 139.68497129358119, 139.97626442070455, 139.58287563084792, 140.01981532153297, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.840575, 32.636701975375246, 139.68512183558252, 139.9766395929889, 139.5827947771833, 140.02007141329287, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.829975, 27.31485951529707, 139.68421892143007, 139.9745139357128, 139.5832070726213, 140.01864959404537, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.827475, 26.671066276981147, 139.6839933368379, 139.97402523459073, 139.58328536239964, 140.01833320902892, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.826245, 26.365330848085677, 139.683880569937, 139.97378657292012, 139.58332121204836, 140.01818021652304, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.825245, 26.121883656504806, 139.68378802323727, 139.97359340533419, 139.5833490586654, 140.01805713181076, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.825245, 26.121883656504806, 139.68378802323727, 139.97359340533419, 139.5833490586654, 140.01805713181076, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.816675, 24.20638316077434, 139.68296292112262, 139.97196993602023, 139.58353973882677, 140.01705026117318, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.819305, 24.76365546218448, 139.6832222369384, 139.9724620487759, 139.58349037921712, 140.01735009697333, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.818515, 24.593584282355728, 139.68314491283695, 139.9723136585916, 139.58350605973163, 140.0172591783636, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.819675, 24.844120488270335, 139.6832582841012, 139.97253171589875, 139.58348278329467, 140.017392930991, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.812085, 23.29161863987757, 139.68249734811673, 139.97112408045473, 139.5836063793179, 140.0165464778249, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.814585, 23.781102891723847, 139.68275298112295, 139.97158273316276, 139.5835731621606, 140.0168177902203, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.811255, 23.133535039654546, 139.6824113903372, 139.97097289537706, 139.583615775982, 140.0164580335418, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.811635, 23.20564350750155, 139.6824508118463, 139.97104204529654, 139.5836115749123, 140.01649842508766, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.816235, 24.115591168696245, 139.6829190081355, 139.9718881347216, 139.58354720267945, 140.01700089255857, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.818445, 24.57862728062148, 139.6831380377723, 139.9723005336563, 139.58350741380127, 140.01725115762724, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.818725, 24.63856470997753, 139.6831655150128, 139.97235305641576, 139.58350196299537, 140.01728327509986, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.814145, 23.693467336679465, 139.68270834610297, 139.97150165389706, 139.58357954296395, 140.01676950465503, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.822315, 25.433785849138552, 139.68351238022137, 139.97303190549292, 139.58342392747488, 140.0177032153822, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.823485, 25.704161366524875, 139.68362325139367, 139.97325532003492, 139.58339523423336, 140.0178433371952, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.814065, 23.677602946096414, 139.6827002142972, 139.97148692855995, 139.5835806785886, 140.01676074998278, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.812565, 23.384030418249033, 139.68254681106222, 139.97121176036634, 139.58360057373622, 140.01659799769234, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.810415, 22.975716722161632, 139.68232384427418, 139.9708204414401, 139.58362445688743, 140.01636935263633, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.806225, 22.219604147030275, 139.68187884036047, 139.9700683024967, 139.5836552843502, 140.01593947755453, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.806245, 22.223095051055804, 139.68188099743332, 139.97007185970955, 139.58365518662615, 140.01594148004048, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.803885, 21.81860249884167, 139.68162427758128, 139.9696542938473, 139.5836634401814, 140.01570846458043, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.802885, 21.65161487830788, 139.68151416736114, 139.9694786897817, 139.58366494151792, 140.01561172514872, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.806565, 22.279099070717955, 139.6819154675738, 139.9701288181405, 139.58365355850353, 140.0159735843536, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.808345, 22.59584664536492, 139.68210573029899, 139.9704471268439, 139.58364228592464, 140.016154380742, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.808795, 22.67735470941646, 139.68215343404881, 139.97052799452263, 139.5836388415494, 140.01620068226006, 139.844986, 139.949463, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.820655, 41.33197763090496, 139.68269629752035, 139.96497084533678, 139.59313718437573, 140.01654900610038, 139.844727, 139.948303, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.822655, 42.501245640259484, 139.6828834666891, 139.96535510473947, 139.59308460479554, 140.01679206187106, 139.844727, 139.948303, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.817785, 39.56849602010297, 139.68242212032706, 139.9644250225301, 139.5932042519191, 140.01620860522368, 139.844727, 139.948303, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.816645, 38.83824464702041, 139.6823113818773, 139.96421004669412, 139.59322814424448, 140.0160761414697, 139.844727, 139.948303, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.818435, 39.97711432435109, 139.6824847940967, 139.96454806304615, 139.59318992924028, 140.01628483266444, 139.844727, 139.948303, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.823355, 42.8995546759004, 139.6829482215326, 139.965490349896, 139.5930650703941, 140.01687826293917, 139.844727, 139.948303, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.811645, 35.41526751735232, 139.6818133492947, 139.96327950784814, 139.59331442870396, 140.01551366653408, 139.844727, 139.948303, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.811155, 35.05908835116755, 139.68176345880224, 139.96318939834063, 139.59332125963192, 140.01546016893946, 139.844727, 139.948303, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.821175, 41.640538080315956, 139.6827452689136, 139.96507044537213, 139.5931239747989, 140.01661173948673, 139.844727, 139.948303, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.819245, 40.478646585516195, 139.68256242142732, 139.96470186428698, 139.5931713702362, 140.01638053452567, 139.844727, 139.948303, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.819335, 40.53385550860505, 139.682571014249, 139.964718985751, 139.5931692594687, 140.01639121672173, 139.844727, 139.948303, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.828275, 45.55062753609147, 139.68339234959083, 139.96645193612343, 139.59291126248146, 140.01750064228034, 139.844727, 139.948303, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.826405, 44.572526416904985, 139.68322581191117, 139.96608418808884, 139.5929731226286, 140.01726068689513, 139.844727, 139.948303, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.826485, 44.615089268570166, 139.68323299337194, 139.9660998637709, 139.59297056148645, 140.01727086708493, 139.844727, 139.948303, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.824635, 43.613798495066916, 139.6830656202511, 139.96573866546322, 139.5930278351385, 140.01703740295665, 139.844727, 139.948303, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.820875, 41.46291975246284, 139.6827170425661, 139.9650129574339, 139.59313163527767, 140.0165755075794, 139.844727, 139.948303, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.825125, 43.882513129750485, 139.6831102165761, 139.96583406913817, 139.59301306295933, 140.0170988418025, 139.844727, 139.948303, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.829585, 46.21551081283153, 139.68350736305007, 139.9667112083785, 139.59286544933695, 140.01767121732962, 139.844727, 139.948303, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.827585, 45.19376899696121, 139.68333122298267, 139.96631591987446, 139.59293457256922, 140.01741161790693, 139.844727, 139.948303, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.830125, 46.48488221109818, 139.68355437758876, 139.96681847955412, 139.59284597114498, 140.01774212409305, 139.844727, 139.948303, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.826185, 44.455140546791185, 139.68320603666962, 139.96604110618756, 139.5929801264329, 140.01723273070985, 139.844727, 139.948303, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
"[139.827885, 45.349498010992775, 139.6833578461753, 139.96637501096754, 139.5929245073582, 140.01745025454653, 139.844727, 139.948303, '148.405925147.111675146.731395', '133.397005137.383137.385025', '142.859665142.8105142.561', '137.385025137.875137.916', '141.5105141.4695141.4565', '139.555139.5825139.583']"
